(A1) CITY;(A2) PROVINCE;(B3) GENDER;(B4) AGE;(B5) RELIGION;(B6) ETHNIC;(B7) EDUCATION LEVEL;(B8) LIVED IN URBAN AREA (YEARS);(B9) OCCUPATION;(B10) SOCIAL CLAS;(B11) HOUSEHOLD MEMBER;(C12) HOUSEHOLD INCOME (MONTHLY IN MILLION IDR);(C13) TIME OF INCOME RECEIPT;(C14) HOUSEHOLD EXPENDITURE (MONTHLY IN MILLION IDR);(C15) % MONTHLY EXPENDITURE FOR FOOD;(D16) HEALTH FACTOR;(D17) PRICE FACTOR);(E18) RELIGIOUS VALUE IN TYPE OF FOOD;(E19) RELIGIOUS VALUE IN EATING PLACES;(E20) RELIGIOUS VALUE IN CONSUMPTION PATTERN;(E21) CUSTOM VALUE IN TYPE OF FOOD;(E22) CUSTOM VALUE IN EATING PLACES;(E23) CUSTOM VALUE IN CONSUMPTION PATTERN;(24) PRACTICE OF FOOD CONSUMPTION BASED ON RELIGIOUS RULES;(25) PRACTICE OF FOOD CONSUMPTION BASED ON CUSTOM RULES;(E26) BUYING FOOD PRODUCT IN THE RIGHT PLACE BASED ON RELIGIOUS RULES;(E27 TYPE OF DISHES VARIATION BASED ON RELIGIOUS RULES;(E28) PRACTICE OF CONSUMING TRADITIONAL FOOD;
Bandung;West Java;Female;31;Budha;Other;Bachelor degree;31;Government Employees;Upper Class;6;14:02;Monthly;13:08;18;Neither agree nor disagree;Disagree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Bandung;West Java;Male;27;Islam;Sunda;Master and doctoral degree;27;Government Employees;Lower Class;6;3:04;Daily;3:00;57;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;
Bandung;West Java;Male;28;Islam;Sunda;Senior High School;28;Private Employees;Middle Class;5;6:07;Weekly;6:03;43;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;
Bandung;West Java;Female;56;Islam;Sunda;Master and doctoral degree;18;Private Employees;Middle Class;6;5:08;Weekly;5:04;38;Disagree;Disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Disagree;Neither agree nor disagree;Disagree;Disagree;
Bandung;West Java;Female;55;Hindu;Bali;Senior High School;26;Private Employees;Lower Class;5;2:03;Daily;1:09;61;Neither agree nor disagree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Bandung;West Java;Male;47;Protestant;Java;Senior High School;12;Private Employees;Middle Class;5;4:09;Weekly;4:05;58;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Bandung;West Java;Male;28;Catholic;Sunda;Diploma;28;Enterpreneur;Middle Class;6;5:09;Weekly;5:05;34;Neither agree nor disagree;Neither agree nor disagree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Bandung;West Java;Male;48;Catholic;Other;Diploma;27;Enterpreneur;Upper Class;6;11:04;Monthly;11:00;26;Agree;Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Agree;
Bandung;West Java;Female;29;Islam;Minang;Bachelor degree;29;Enterpreneur;Lower Class;7;3:00;Daily;2:06;57;Disagree;Disagree;Disagree;Strongly Agree;Disagree;Disagree;Disagree;Disagree;Disagree;Disagree;Disagree;Disagree;Disagree;
Bandung;West Java;Female;39;Islam;Sunda;Diploma;31;Enterpreneur;Upper Class;6;15:07;Monthly;15:03;24;Agree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Agree;
Bandung;West Java;Female;53;Islam;Sunda;Diploma;20;Enterpreneur;Upper Class;6;13:02;Monthly;13:01;27;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Bandung;West Java;Female;57;Islam;Minang;Bachelor degree;28;Enterpreneur;Lower Class;7;3:08;Daily;3:07;67;Strongly Disagree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Bandung;West Java;Female;46;Islam;Minang;Master and doctoral degree;24;Government Employees;Middle Class;8;6:02;Weekly;6:01;36;Strongly Agree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;
Bandung;West Java;Female;53;Protestant;Batak;Bachelor degree;13;Government Employees;Middle Class;7;5:08;Weekly;5:07;42;Neither agree nor disagree;Neither agree nor disagree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Bandung;West Java;Male;58;Protestant;Batak;Bachelor degree;18;Government Employees;Lower Class;7;3:01;Daily;3:00;73;Strongly Disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Bandung;West Java;Female;45;Catholic;Bugis;Bachelor degree;30;Government Employees;Lower Class;7;3:04;Daily;3:03;41;Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;
Bandung;West Java;Male;54;Catholic;Other;Bachelor degree;21;Government Employees;Middle Class;7;5:06;Weekly;5:05;33;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Bandung;West Java;Female;35;Islam;Sunda;Senior High School;35;Government Employees;Upper Class;5;12:01;Monthly;12:00;19;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;
Bandung;West Java;Female;29;Islam;Sunda;Diploma;29;Government Employees;Lower Class;6;2:09;Daily;2:08;69;Strongly Disagree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Agree;
Bandung;West Java;Female;29;Islam;Java;Diploma;29;Enterpreneur;Upper Class;6;10:03;Monthly;10:02;23;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Agree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Bandung;West Java;Female;62;Islam;Sunda;Master and doctoral degree;37;Enterpreneur;Upper Class;6;14:02;Monthly;14:01;25;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Neither agree nor disagree;Agree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Bandung;West Java;Female;54;Islam;Sunda;Master and doctoral degree;25;Enterpreneur;Lower Class;6;3:04;Daily;3:03;57;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Bandung;West Java;Male;37;Islam;Sunda;Senior High School;21;Enterpreneur;Middle Class;5;6:07;Weekly;6:06;43;Disagree;Disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Disagree;Neither agree nor disagree;Disagree;Disagree;
Bandung;West Java;Female;39;Islam;Minang;Bachelor degree;23;Enterpreneur;Middle Class;6;5:08;Weekly;5:07;38;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Agree;Disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Disagree;Neither agree nor disagree;Neither agree nor disagree;
Bandung;West Java;Female;28;Islam;Other;Senior High School;28;Enterpreneur;Lower Class;5;2:03;Daily;2:02;61;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Bandung;West Java;Female;31;Protestant;Other;Senior High School;31;Independent Worker;Middle Class;5;4:09;Weekly;4:08;58;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Bandung;West Java;Female;28;Islam;Sunda;Bachelor degree;25;Independent Worker;Middle Class;6;5:09;Weekly;5:08;34;Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;
Bandung;West Java;Female;33;Islam;Minang;Master and doctoral degree;21;Independent Worker;Upper Class;6;11:04;Monthly;11:03;26;Agree;Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Disagree;Neither agree nor disagree;Disagree;Disagree;
Bandung;West Java;Female;64;Islam;Sunda;Bachelor degree;23;Independent Worker;Lower Class;7;3:00;Daily;2:09;57;Agree;Agree;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;
Bandung;West Java;Female;54;Islam;Minang;Diploma;28;Independent Worker;Upper Class;6;15:07;Monthly;15:06;24;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Bandung;West Java;Female;62;Islam;Sunda;Diploma;31;Independent Worker;Upper Class;6;13:02;Monthly;13:01;27;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Bandung;West Java;Male;50;Islam;Sunda;Bachelor degree;20;Private Employees;Middle Class;7;3:04;Weekly;3:01;67;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;
Bandung;West Java;Male;38;Catholic;Minang;Master and doctoral degree;8;Private Employees;Middle Class;8;6:08;Weekly;6:05;36;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Bandung;West Java;Female;33;Catholic;Java;Bachelor degree;7;Private Employees;Middle Class;7;4:08;Weekly;4:05;42;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Bandung;West Java;Male;27;Catholic;Java;Bachelor degree;27;Private Employees;Lower Class;7;2:09;Daily;2:06;73;Agree;Agree;Strongly Agree;Agree;Agree;Agree;Disagree;Disagree;Disagree;Agree;Agree;Agree;Agree;
Bandung;West Java;Female;43;Islam;Sunda;Bachelor degree;23;Government Employees;Lower Class;7;3:05;Daily;3:02;41;Neither agree nor disagree;Disagree;Strongly Agree;Strongly Agree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Bandung;West Java;Male;49;Islam;Sunda;Bachelor degree;19;Government Employees;Middle Class;7;5:07;Weekly;5:04;33;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;
Bandung;West Java;Female;40;Islam;Sunda;Senior High School;40;Enterpreneur;Upper Class;5;11:03;Monthly;11:00;19;Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;
Bandung;West Java;Male;35;Islam;Minang;Diploma;35;Enterpreneur;Lower Class;6;2:07;Daily;2:04;69;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Bandung;West Java;Female;29;Islam;Minang;Diploma;29;Enterpreneur;Lower Class;6;10:01;Daily;9:08;23;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;
Bandung;West Java;Female;57;Islam;Minang;Bachelor degree;7;Private Employees;Middle Class;6;12:05;Weekly;12:02;25;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;
Bandung;West Java;Female;34;Protestant;Batak;Bachelor degree;34;Private Employees;Middle Class;6;3:02;Weekly;2:09;58;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;
Bandung;West Java;Female;28;Protestant;Other;Master and doctoral degree;28;Private Employees;Upper Class;6;6:02;Monthly;5:09;44;Disagree;Disagree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Agree;Disagree;Neither agree nor disagree;Disagree;Disagree;
Bandung;West Java;Female;34;Catholic;Sunda;Bachelor degree;34;Private Employees;Lower Class;7;6:04;Daily;6:00;35;Disagree;Neither agree nor disagree;Strongly Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Bandung;West Java;Male;55;Islam;Other;Diploma;55;Private Employees;Lower Class;6;3:07;Daily;3:03;59;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;
Bandung;West Java;Male;46;Islam;Java;Diploma;26;Private Employees;Middle Class;6;5:09;Weekly;5:05;65;Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Neither agree nor disagree;Agree;Agree;
Bandung;West Java;Female;30;Islam;Madura;Master and doctoral degree;30;Private Employees;Middle Class;6;6:07;Weekly;6:03;41;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Bandung;West Java;Female;41;Islam;Java;Bachelor degree;41;Teacher?/Lecturer;Upper Class;6;10:09;Monthly;10:05;26;Disagree;Disagree;Strongly Agree;Strongly Agree;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Disagree;Neither agree nor disagree;Disagree;Disagree;
Bandung;West Java;Male;26;Islam;Minang;Bachelor degree;26;Teacher?/Lecturer;Upper Class;6;3:09;Monthly;3:05;76;Strongly Agree;Strongly Disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;
Bandung;West Java;Female;29;Islam;Minang;Senior High School;29;Government Employees;Upper Class;5;9:08;Monthly;9:04;22;Agree;Strongly Disagree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Agree;
Bandung;West Java;Male;31;Catholic;Other;Bachelor degree;31;Government Employees;Middle Class;6;9:06;Weekly;9:02;18;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;
Bandung;West Java;Male;36;Islam;Minang;Senior High School;36;Government Employees;Lower Class;5;3:06;Daily;3:03;57;Neither agree nor disagree;Agree;Neither agree nor disagree;Strongly Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Agree;Agree;Neither agree nor disagree;Agree;Agree;
Bandung;West Java;Male;52;Islam;Minang;Senior High School;52;Government Employees;Middle Class;5;5:07;Weekly;5:04;43;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;
Bandung;West Java;Female;60;Islam;Sunda;Diploma;21;Government Employees;Middle Class;6;6:04;Weekly;6:01;38;Strongly Agree;Disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Disagree;Disagree;Disagree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;
Bandung;West Java;Female;54;Hindu;Bali;Diploma;35;Police Officer?/Army;Lower Class;6;3:04;Daily;3:01;61;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Agree;Neither agree nor disagree;Neither agree nor disagree;Neither agree nor disagree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;
Bandung;West Java;Female;41;Protestant;Bugis;Bachelor degree;41;Police Officer?/Army;Lower Class;7;2:09;Daily;2:06;58;Disagree;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Agree;Strongly Agree;Neither agree nor disagree;Strongly Agree;Strongly Agree;
